zinc_id,smiles
ZINC000008326011,CC[C@@H](C)NCc1cccc(Cl)c1
ZINC000072099243,CC(C)/C=C/CC(C)C
ZINC000090413286,Fc1cc(F)c(Cl)cc1Cl
ZINC000000404216,CSc1ccccc1Cl
ZINC000001690979,CCCCCCCCF
ZINC000033487382,Nc1cccc(C2CCCCC2)c1
ZINC000040435362,Nc1ccc(C2CC2)c2ccccc12
ZINC000022061642,CCCc1cccc(C(C)C)c1O
ZINC000001694405,CCCCCCCC[C@@H](C)O
ZINC000196622801,C1CC[C@@H]2[C@H](C1)O[C@H]1CCCC[C@@H]12
ZINC000000153363,FC(F)(F)Oc1cccc(Cl)c1
ZINC000001648317,CCCCCCCCC(=O)OCC
ZINC000028525865,C(#CC1CCCCC1)c1ccccn1
ZINC000001695092,c1ccc2c([C@H]3CCCN3)cccc2c1
ZINC000002557574,CC(C)(Cl)CCCCl
ZINC000504584424,CCCCC[C@@H](C)[C@@H](C)C(=O)OC
ZINC000038070617,C[C@H](N)c1ccccc1-c1ccccc1
ZINC000038283283,N#C[C@@H](Cl)c1ccc(Cl)cc1
ZINC000001707970,CC(C)(C)CC(Cl)Cl
ZINC000019862170,CC1(C)CCc2ccccc2C(=O)C1
ZINC000072266608,CN[C@H](C)[C@H](C)c1ccc(Cl)cc1
ZINC000001069849,N#CCC12CC3CC(CC(C3)C1)C2
ZINC000001640019,CCCc1c(C)[nH]c2ccccc12
ZINC000001599355,CCCC/C(C=O)=C/c1ccccc1
ZINC000002032110,Cc1cc(-c2ccccc2)ccc1N
ZINC000002522767,C=C(C)C[C@H](C)CCC
ZINC000136936903,C[C@H]1CCCC[C@@]1(C)N=[N+]=[N-]
ZINC000002574138,CC(C)c1ccc(C(=O)Cl)cc1
ZINC000001600060,Cc1cc(Cl)c(O)c(Cl)c1
ZINC000000001421,C/C=C(\C)c1ccc(OC(C)=O)cc1
ZINC000059172805,CC(=O)[C@@H](C)c1ccc(Cl)cc1
ZINC000000157474,Fc1ccc(CCl)c(Cl)c1
ZINC000001602702,CC(=O)CC(C)(C)c1ccc(C)cc1
ZINC000098180716,Clc1ccc(C2CCOCC2)cc1
ZINC000020039990,CNc1ccccc1-c1ccccc1
ZINC000083822335,C[C@@H](CBr)C(C)(C)C
ZINC000008337945,CCc1ccc(CNC(C)(C)C)cc1
ZINC000034408276,C[C@H]1CC(C)(C)c2cccc(N)c21
ZINC000002169273,S=C=NCCCCc1ccccc1
ZINC000100068724,C1=C[C@@H]2O[C@H]2c2ccc3ccccc3c21
ZINC000034446974,COc1ccc(C(C)=O)cc1C(C)C
ZINC000033838454,C/C=C\SSSC
ZINC000000001627,Cc1[nH]cnc1-c1ccc(Cl)cc1
ZINC000001531613,C=C[C@@](C)(CCC=C(C)C)OC(C)=O
ZINC000001547195,CCCC[C@H]1OC(=O)c2ccccc21
ZINC000084324973,CC(C)C[C@H](C=O)c1ccccc1
ZINC000002004015,CCCCc1cccs1
ZINC000000343382,Cc1ccc2nccc(Cl)c2c1
ZINC000014823208,Cc1ccc2c(c1)C(=O)CC[C@@H]2C
ZINC000039410208,CCCCCC[C@@](C)(CC)C(=O)O
ZINC000002165865,C=CC/C=C/CCCC=C
ZINC000238661525,FC(F)c1ccc2cccnc2c1
ZINC000035731098,Fc1cc2nccc(Cl)c2cc1F
ZINC000063146265,C=C(c1ccccc1)C(F)(F)F
ZINC000019772189,Cc1ccc(C)c(NC(C)C)c1
ZINC000001849686,CC(C)(C)CCCCCC(=O)O
ZINC000004559789,O=Cc1cccc2c1oc1ccccc12
ZINC000000076753,Cc1nc(-c2ccccc2)cs1
ZINC000002034450,CC[C@H]1CCC[C@@H](C)C1
ZINC000002528071,CCCCCCCCCNCCC#N
ZINC000001433178,Cc1ccc(Nc2cccc(O)c2)cc1
ZINC000039205680,Cc1ccc(O)c(Cl)c1Cl
ZINC000000388263,Sc1ccc(Cl)c(Cl)c1
ZINC000001693678,CCCCCCC1O[C@@H](C)[C@H](C)O1
ZINC000001702380,CCCCC(C)(C)C
ZINC000039218517,Nc1cccc2cccc(Cl)c12
ZINC000002514374,O=C(c1ccccc1F)C1CCCC1
ZINC000036179714,CCC(=O)c1c(F)cccc1Cl
ZINC000002562432,Cc1ccc(-c2ccccc2)cc1N
ZINC000008337992,CCc1ccc(CN[C@@H](C)CC)cc1
ZINC000071789899,ClCc1ccc2ncsc2c1
ZINC000034089736,N#CC1CCC(c2ccccc2)CC1
ZINC000001722881,C[C@]1(O)CCCC[C@@H]1c1ccccc1
ZINC000041051118,CC(C)(C)CNc1ccc(F)cc1
ZINC000002034322,CCCCCCC(=O)CCC
ZINC000000054769,Brc1coc2ccccc12
ZINC000002504665,Cc1c(CO)cccc1-c1ccccc1
ZINC000014628770,Sc1ccc2ccc(S)cc2c1
ZINC000198026094,C[C@@H]1CCCC[C@H]1[B-](F)(F)F
ZINC000022141188,CN[C@H](C)c1ccc2ccccc2c1
ZINC000003887907,CC(=O)c1cc2cc(Cl)ccc2o1
ZINC000002164695,CC(C)c1ccc(C[C@H](C)C=O)cc1
ZINC000004098592,C/C=C/C=C/C=C/C1=NCCCC1
ZINC000039208695,c1ccc2c(c1)C[C@@H]1CCCC[C@H]1N2
ZINC000002525816,CCCCCC[C@@H](C)N=C=S
ZINC000081127870,CCCc1cccc(Br)c1
ZINC000005761204,CC(C)[C@@H]1CC[C@@H]2CC(=O)CC[C@@H]2C1
ZINC000000191083,CCCC(=O)c1c[nH]c2ccccc12
ZINC000034448804,Cc1cc2cc[nH]c2cc1Cl
ZINC000250853231,C[C@H]1C[C@@H](C)C[C@@H](C)C1
ZINC000041198727,Cc1cccc([C@@H](C#N)C(C)C)c1
ZINC000001584796,C=C(C)c1ccc(C)cc1
ZINC000002089062,CCCOc1ccc(C(=O)CC)cc1
ZINC000042401727,N[C@@H]1CCCC[C@@H]1CC1CCCC1
ZINC000014684772,C=C(C)/C=C\[C@@H]1C[C@@H](C)CCCO1
ZINC000002559440,C[C@@H](N)c1ccc(C(C)(C)C)cc1
ZINC000001699438,Cc1cccc(C(C)C)c1
ZINC000026515850,C[C@@H](S)c1ccc(Cl)cc1
ZINC000026474739,Cc1cccc2ccc(Cl)nc12
ZINC000002581188,O=CCc1ccc(-c2ccccc2)cc1
ZINC000004800327,O[C@H]1CCCCC[C@@H]1c1ccccc1
ZINC000082766574,Fc1ccc2ccnc(Cl)c2c1
ZINC000002243806,Cc1cccc(C(C)C)c1N(C)C
ZINC000002910703,COc1ccc2[nH]c3ccccc3c2c1
ZINC000014629685,Cc1ccc(N)c(OCCC(C)C)c1
ZINC000041571470,CCNc1c(Cl)cccc1Cl
ZINC000003735151,Cc1ccc([C@H]2CCCCCN2)s1
ZINC000001719108,ClCCCCOc1ccccc1
ZINC000071613682,C[C@@H](F)CCCc1ccccc1
ZINC000019795743,Clc1ccc2c(c1)CCCCN2
ZINC000019516435,CCN[C@@H](C)c1cc2ccccc2o1
ZINC000019093842,CC[C@H](C)NC1CCCCCC1
ZINC000001232431,Cc1ccccc1[C@@H](O)c1ccccc1
ZINC000004234767,CC(C)c1ccc([C@@H]2CCCN2)cc1
ZINC000002165952,CC(=O)c1cc(C(C)C)c(O)cc1C
ZINC000019726982,O=C1CCCCc2ccc(Cl)cc21
ZINC000026516118,S[C@@H]1CCSc2ccccc21
ZINC000008326788,CC[C@H](C)NCc1ccccc1Cl
ZINC000002031331,CCCCCCC[C@@H]1CCCC(=O)O1
ZINC000100073167,C1=C[C@H]2O[C@@H]2c2c1ccc1ccccc21
ZINC000000164084,N#CCc1ccc(Cl)cc1Cl
ZINC000000050716,c1ccc(-c2cc3ccccc3[nH]2)nc1
ZINC000020435488,ClCc1ccccc1N1CCCC1
ZINC000005751986,Cc1cccc(-c2cccc(CN)c2)c1
ZINC000049036884,C1=Nc2ccccc2Cc2ccccc21
ZINC000504584426,CCCCC[C@H](C)[C@@H](C)C(=O)OC
ZINC000015122079,C/C=C\SS/C=C\C
ZINC000072099271,CC/C=C\CCCC
ZINC000082049603,Cc1cc(Cl)c2ncccc2c1
ZINC000004208974,CC(C)N(Cc1ccccc1)C(C)C
ZINC000019516437,CCN[C@H](C)c1cc2ccccc2o1
ZINC000035739970,C[C@@H](Cl)c1ncc(C(C)(C)C)o1
ZINC000015253562,C[C@@H]1CCC[C@@]2(C)CCCC[C@@]12O
ZINC000001561631,CSSc1ccccc1
ZINC000001038929,Cc1ccc2nc(C)cc(C)c2c1
ZINC000032155366,C=CCCCCCCCC(=O)OCC
ZINC000002565170,Fc1ccc2nccc(Cl)c2c1
ZINC000100058345,C[C@H]1CC[C@@H]2C[C@@H]1SC2(C)C
ZINC000095080108,CCOc1cccc(C(C)(C)C)c1
ZINC000001699427,CC(C)C1CCCCC1
ZINC000086047271,CCCCCCC[C@@H](C)OC(C)=O
ZINC000004244659,FC(F)(F)c1ccccc1CS
ZINC000100000356,[C-]#[N+][C@@H](C)c1ccc(C)s1
ZINC000001687561,Fc1ccc(-c2ccccc2)cc1
ZINC000001680738,Cc1cccc(C)c1CCl
ZINC000066329347,Fc1c(Cl)cccc1C(F)(F)F
ZINC000002584484,c1ccc(CCOc2ccccc2)cc1
ZINC000020230732,CCCCCC[C@H](CCC)C(=O)O
ZINC000060710879,O=C1CCC[C@@H]1c1ccccc1Cl
ZINC000012480346,Nc1ccc(-c2ccccc2)cc1F
ZINC000000977095,Cc1ccccc1-c1ccccc1N
ZINC000002044002,CCCC[C@H](C(C)=O)C(C)C
ZINC000001023254,Clc1sccc1Br
ZINC000001648950,CCCCN(CCCl)CCCC
ZINC000000001035,S=C=Nc1ccc(N=C=S)cc1
ZINC000060194477,C[C@@H]1CC[C@H]2[C@@H](C1)C2(C)C
ZINC000165909799,C[C@@H](N=[N+]=[N-])c1ccc(F)cc1F
ZINC000019728893,CC[C@H](C#N)c1ccc(Cl)cc1
ZINC000082588032,CC1(C)CNc2cc(Cl)ccc21
ZINC000002525696,O=Cc1ccc(-c2ccsc2)cc1
ZINC000005524327,CCCCCC[C@@]1(C)CCC(=O)O1
ZINC000002566373,C/C=C/C(=O)[C@H]1[C@@H](C)C=CCC1(C)C
ZINC000038537027,Cc1ccc2cc(Cl)ncc2c1
ZINC000015021089,Cc1ccc(Cl)c2[nH]ccc12
ZINC000037180224,Cc1c([C@H](C)O)sc2ccccc12
ZINC000020391882,CC(=O)[C@H]1C[C@H]1c1ccccc1Cl
ZINC000001586312,ClC(Cl)c1ccccc1
ZINC000037408518,CC(C)(C)C(=O)CCc1ccccc1
ZINC000020011037,Cc1ccc(NC2CCCCC2)nc1
ZINC000021994572,Cc1ccc(-c2cc(C)ccn2)cc1
ZINC000002031407,CCCCCCCCC(C)=O
ZINC000002020457,CC(C)(C)c1ccc(CCC=O)cc1
ZINC000001680756,C(#Cc1ccccc1)c1ccccc1
ZINC000170172860,C=C(OC)O[Si](C)(C)C(C)(C)C
ZINC000000402045,C/C=C/c1ccc(OCC)c(OC)c1
ZINC000014679889,C=CCSS/C=C\C
ZINC000000396801,Cc1cc(Cl)sc1Cl
ZINC000059727292,CCCCCCC[C@H]1CC=CC(=O)O1
ZINC000095618189,CC[C@H](C)C1=N[C@H](C)[C@H](CC)S1
ZINC000002037148,CC[C@H](C)CCCCCCC(=O)O
ZINC000083823007,CC(C)(CC(=O)O)C1CCCCC1
ZINC000002172289,O=C1CCCC2(CCCCC2)C1
ZINC000035321609,CC(C)CSCCCCl
ZINC000003734444,Clc1ccc([C@H]2CCCCN2)cc1
ZINC000057935757,Cc1c(Cl)cccc1CCl
ZINC000020596192,COc1ccc(S)c2ccccc12
ZINC000002036918,COC(/C=C(\C)CCC=C(C)C)OC
ZINC000001602335,C[C@@]1(c2ccccc2)CCCCC1=O
ZINC000033606605,CCCCC[C@@H](C=O)CCC
ZINC000003734445,Clc1cccc([C@H]2CCCCN2)c1
ZINC000053819237,CC(C)(C)[C@H](N)CC1CCCCC1
ZINC000001258066,Cc1ccccc1-c1ccccc1C=O
ZINC000001693732,Cc1ccc(C2(O)CCCCC2)cc1
ZINC000095618241,CCCCCCC[C@@H]1OC[C@H](C)O1
ZINC000079374031,CCCCC[C@@H](CCC)CCO
ZINC000001597137,COc1cc(C)ccc1C(C)C
ZINC000002041035,C=C[C@](C)(CCC=C(C)C)OC(C)=O
ZINC000002390084,Cc1cc(C)c(N=C=S)cc1C
ZINC000095618186,CC[C@H](C)C1=N[C@@H](C)[C@@H](CC)S1
ZINC000077050244,CC(C)C1=CC[C@@H](C)CC1
ZINC000008326762,CC[C@H](C)NCc1cccc(Cl)c1
ZINC000034975200,Cc1ccc(/C(Cl)=C/C#N)cc1
ZINC000095620556,CCc1sc(C(C)C)nc1C
ZINC000040175359,CC(=O)c1cc2cc(C)c(C)cc2o1
ZINC000003641069,O=Cc1ccc2[nH]c3ccccc3c2c1
ZINC000001092275,c1ccc2c(c1)-c1ccccc1-2
ZINC000001693961,C/C=C/CCCCC
ZINC000015204731,CCSCSSCC
ZINC000000164212,Cc1ccc(N=C=S)cc1C
ZINC000030718787,Cc1ccc(C(F)(F)F)c(Cl)n1
ZINC000034091285,Clc1ccc2c(Cl)noc2c1
ZINC000002576144,Cc1ccc(OC(C)(C)C)cc1
ZINC000057368658,CC(C)CC[C@H](C)Br
ZINC000040448330,c1ccc(-c2cc3ncccc3[nH]2)cc1
ZINC000060262596,CCC(CC)C(C)C
ZINC000098210415,FC(F)[C@@H](Cl)c1ccccc1
ZINC000004577427,CCOC(=O)[C@@H](CC)C1=CCCCC1
ZINC000100826293,C=C(C)/C=C\[C@@H]1C[C@H](C)CCCO1
ZINC000016159492,CSc1cccc(Cl)c1F
ZINC000032009089,O=C1CC[C@@H](c2cccc(Cl)c2)C1
ZINC000100230350,CC1=CCCC(C)(C)/C1=C/C[C@H](C)O
ZINC000072190294,CCc1onc(C)c1-c1ccccc1
ZINC000104467087,Fc1ccc(Cl)c2ncccc12
ZINC000075601268,Cc1cccc(N)c1Oc1ccccc1
ZINC000002579338,CCCCCC[C@H](C)CC(=O)O
ZINC000002392158,CC(C)(C)CCCBr
ZINC000006095049,Clc1cccc2ccoc12
ZINC000001850596,CCCC[C@@H](CC)CCC(=O)O
ZINC000039258918,Cc1ccnc2ccc(Cl)cc12
ZINC000036379876,CC(=O)c1c[nH]c2cc(Cl)ccc12
ZINC000002164141,CCC[C@H](O)c1ccc(Cl)cc1
ZINC000001602835,Cc1ccccc1C(C)(C)C
ZINC000082762120,C=Cc1c(F)cccc1Cl
ZINC000001679724,Fc1ccc2c(c1)Cc1ccccc1-2
ZINC000083409146,CC(C)=CCC[C@H](C)[C@@H]1OC[C@@H](C)O1
ZINC000000393619,C[C@H](O)c1ccc(Cl)c(Cl)c1
ZINC000036387543,c1cncc(-c2ccc3[nH]ccc3c2)c1
ZINC000002573801,CC(C)[C@H]1CC[C@H]2CC(=O)CC[C@@H]2C1
ZINC000001669603,Cc1cc2ccccc2cc1C
ZINC000000164737,COc1ccc(Cl)cc1N=C=S
ZINC000005945065,O=C(O)c1ccc(C2CCCC2)cc1
ZINC000012358644,SCCCCCCCCS
ZINC000014439083,CCCCCC[C@@H]1C[C@H]1CC(=O)O
ZINC000058621119,Fc1cc(F)c2c(c1)[C@@H](Cl)CC2
ZINC000005837027,CCCSSC(C)C
ZINC000011631247,CC(=O)C[C@@H](C)c1ccc(C)cc1
ZINC000252522827,Cc1cc(C)c(C(F)(F)F)c(C)n1
ZINC000002004395,C=C(C)c1cccc(C)c1
ZINC000100014923,CC1(C)[C@H]2CC[C@@H](C2)[C@@]1(C)N=C=S
ZINC000013433788,CC/C=C\C/C=C/C=C/C(=O)OCC
ZINC000011884427,NC1(c2cccc(Cl)c2)CCCC1
ZINC000033506551,O=Cc1ccc(C2CCCC2)cc1
ZINC000001586372,Br/C=C/c1ccccc1
ZINC000002040185,CC[C@@H](C)[C@@H](C)C(C)C
ZINC000034071727,CCNc1cccc(-c2ccncc2)c1
ZINC000001009010,Cc1cc(C(C)(C)C)cc(C)c1N
ZINC000000058285,Nc1ccccc1Nc1ccccc1
ZINC000003734879,C1CCC([C@H]2CCCCCN2)CC1
ZINC000001669604,Cc1ccc2ccc(C)cc2c1
ZINC000000096787,Cc1ccc(CNc2ccccn2)cc1
ZINC000034568446,c1ccc([C@H]2CNc3ccccc32)cc1
ZINC000001764636,Oc1cc(Cl)c(Cl)c(Cl)c1
ZINC000069481969,C=C(C)C1CCC(C)CC1
ZINC000086208294,C/C(C=O)=C\c1ccc(Cl)s1
ZINC000004800329,O[C@@H]1CCCCC[C@H]1c1ccccc1
ZINC000039057109,Cc1cc(C)c(C)c(C(=O)Cl)c1C
ZINC000001846581,Sc1cccc2ccccc12
ZINC000001088043,Nc1ccc(/C=C/c2ccccc2)cc1
ZINC000014449163,O=C1CCCCCCC/C=C/CCO1
ZINC000015252886,C=C[C@]1(C)CCC(=O)C[C@H]1C(=C)C
ZINC000002599017,Clc1ccc(-c2ccccc2)nc1
ZINC000002018419,C=C[C@H](CCCCC)OC(=O)CCC
ZINC000001587675,CCCCCCCCCCCC(N)=O
ZINC000085432844,CC1=CC[C@@H](C(C)C)CC1
ZINC000100779593,CC1=CC[C@H](C)[C@H](C)[C@]12C=C[C@H](C)O2
ZINC000002015903,O=Cc1ccc(Oc2ccccc2)cc1
ZINC000002162323,N#CCCCC1CCCCC1
ZINC000039395629,O=Cc1cccc(Cc2ccccc2)c1
ZINC000037466111,N[C@H](c1cccc(F)c1)C1CCCC1
ZINC000095619727,CC[C@@H](C)CCC[C@H](C)C=O
ZINC000000397570,CNc1cccc(Cl)c1Cl
ZINC000001706215,Nc1ccccc1C1CCCCC1
ZINC000003705347,C[C@@H](N)c1cc2cc(Cl)ccc2o1
ZINC000003882996,Oc1ccc2oc3ccccc3c2c1
ZINC000111877999,CCCCCCC[C@@H](CC)CO
ZINC000000158474,CC(C)(C)OC(=O)Nc1ccsc1
ZINC000003163035,CCc1cc2ccccc2s1
ZINC000059845594,CSSc1cc(C)oc1C
ZINC000065740334,Cc1ccc2c(c1)C[C@H]1C=CC=C[C@H]1C2
ZINC000104499239,CCc1cccc2cc([C@H]3CO3)oc12
ZINC000004808187,CCCCCN(CCCCC)N=O
ZINC000000145757,Cc1nc(-c2ccc(F)cc2)cs1
ZINC000006069066,Cc1c(Cl)cnc(Cl)c1Cl
ZINC000100019326,C[C@@H]1CC[C@@H]2C[C@@H]1SC2(C)C
ZINC000036532697,S=c1[nH]c(-c2ccccc2)co1
ZINC000088189806,Cc1csc2c(Cl)ccnc12
ZINC000083822492,CC(C)c1ccc(C(=O)O)cc1Cl
ZINC000013437580,CCCc1csc(C(C)C)n1
ZINC000002571855,Cc1ccc(C#N)c2ccccc12
ZINC000004244658,FC(F)(F)c1ccc(CS)cc1
ZINC000040377754,CC[C@@H](CC1CCCCC1)C(=O)O
ZINC000013676187,C=CC(=O)/C=C/c1ccccc1Cl
ZINC000000164708,Cc1cccc(N=C=S)c1C
ZINC000002002060,C/C=C/C(=O)[C@@H]1[C@H](C)C=CCC1(C)C
ZINC000001699403,CCC/C=C/CCC
ZINC000054439458,c1ccc2c(-c3ncc[nH]3)cccc2c1
ZINC000001095290,N=C(c1ccccc1)c1ccccc1
ZINC000001689817,Oc1ccc(C2CCCCC2)c(O)c1
ZINC000002527775,Oc1cc(Cl)cc(C(F)(F)F)c1
ZINC000002040946,CC(=O)OCC[C@@H](C)CCC=C(C)C
ZINC000038220545,Cc1cc(Cl)c(C)c(Cl)n1
ZINC000006661630,Clc1cc(Br)cs1
ZINC000034455195,O=C1CCCC[C@H](c2ccccc2)C1
ZINC000004802670,SCc1ccc(Cl)c(Cl)c1
ZINC000245246074,CC(C)[C@@H]1CC[C@H]2CC(=O)CC[C@H]2C1
ZINC000039208694,c1ccc2c(c1)C[C@H]1CCCC[C@@H]1N2
ZINC000001687001,O=[N+]([O-])c1ccccc1-c1ccccc1
ZINC000002564315,Cc1cc(Cl)c2cc(F)ccc2n1
ZINC000006117853,Oc1ccc2[nH]c3ccccc3c2c1
ZINC000000570403,CC[C@H](C)c1nc2ccccc2[nH]1
ZINC000002388318,Cc1c(C(=O)Cl)oc2ccccc12
ZINC000000967182,C1CCC(C[C@H]2CCCCN2)CC1
ZINC000100000355,[C-]#[N+][C@H](C)c1ccc(C)s1
ZINC000049811833,CC(C)(N)CCc1cccc(Cl)c1
ZINC000002038947,CCCCCC[C@@H](O)CCC
ZINC000001688881,C[C@@H](O)c1ccc(-c2ccccc2)cc1
ZINC000002581431,CCCCSSCC
ZINC000057988959,Cc1cccc2c1CCC[C@@H]2C
ZINC000064370145,CCCCCC(F)(F)F
ZINC000000394678,CCCC(=O)c1ccc(Cl)cc1
ZINC000001587734,CC(C)(O)CC(C)(C)c1ccccc1
ZINC000100776319,CC1(C)[C@H]2CC[C@](C)(S)[C@H]1C2
ZINC000091366078,Cc1cccc2nccc(Cl)c12
ZINC000019804100,CC[C@H](C)[C@@H](N)c1ccc(Cl)cc1
ZINC000095618191,CC[C@@H]1SC(CC(C)C)=N[C@H]1C
ZINC000170153641,C=C(Br)C[Si](C)(C)C
ZINC000032155223,CCCCc1nc(C)sc1C
ZINC000095935333,Fc1ccc2cc(Cl)ncc2c1
ZINC000011919378,Cc1cc(C)c2c(n1)[nH]c1ccccc12
ZINC000001999302,C1CCC(CN2CCCCC2)CC1
ZINC000116167523,Cc1ccc(CCl)c(F)c1F
ZINC000034614661,O[C@H](CC1CCCC1)c1ccccc1
ZINC000098095373,CC(C)(C)[C@H]1CNc2ccccc21
ZINC000001545436,CCCCCCCCCCN
ZINC000002513202,FC(F)(F)Oc1ccccc1Cl
ZINC000001520034,Cc1ccc(-c2cscn2)c(C)c1
ZINC000036683971,CC[C@H](N)CCC1CCCCC1
ZINC000001589681,CCCCCCC(=O)C(C)C
ZINC000090756079,CC(C)=CCC/C(C)=C/C(C)(C)O
ZINC000014985851,Cc1ccc(Cl)c2cc[nH]c12
ZINC000001608924,C=C(C)C(=O)OC[C@@H](CC)CCCC
ZINC000100076135,C1=CC2=Nc3ccccc3S[C@H]2C=C1
ZINC000238122118,CC(C)(C)c1ccc(CCl)o1
ZINC000034278683,CC(C)(C#N)c1ccc(Cl)cc1
ZINC000058621123,Fc1ccc(F)c2c1CC[C@@H]2Cl
ZINC000001674078,CC(C)SSC(C)C
ZINC000002522766,CCC=C(CC)CC
ZINC000083137773,CC1CCC(CBr)CC1
ZINC000001583220,Cc1cc(Cl)c2ccccc2c1N
ZINC000057935945,CC(=O)c1ccccc1C(C)(C)C
ZINC000034559478,Clc1noc2c(Cl)cccc12
ZINC000008326603,CC[C@H](C)NC/C=C/c1ccccc1
ZINC000021953026,CCc1c([C@@H](C)O)oc2ccccc12
ZINC000001850428,CCCCC[C@@H](C)CCC(=O)O
ZINC000085546703,C=C1[C@@H]2C[C@H]3[C@H](CCC[C@@]13C)C2
ZINC000000164710,Cc1ccc(C)c(N=C=S)c1
ZINC000034256674,Cc1ccccc1[C@@H](C#N)C(C)C
ZINC000032163586,CCCCCc1nc(C)c(C)o1
ZINC000000158463,CC(C)(C)OC(=O)Nc1cccs1
ZINC000001706559,C1=C(c2ccccc2)CCC1
ZINC000019802232,CCN[C@@H](CC)c1ccc(C)cc1
ZINC000019870138,CC(C)(C)Sc1ccc(C#N)cc1
ZINC000014630803,Cc1cc(Oc2ccccc2)ccc1N
ZINC000002040071,CC(C)(C)Cc1ccccc1
ZINC000000158809,Cc1oc(-c2ccccc2)cc1C=O
ZINC000002545388,C=Cc1ccc(C(F)(F)F)cc1
ZINC000004522200,SCc1ccc(Cl)cc1Cl
ZINC000195781176,C[Si](C)(C)OCc1ccccc1
ZINC000000159614,Cc1cc(C(F)(F)F)cc(Cl)n1
ZINC000032226783,CCCCCc1ccoc1
ZINC000141909325,CCC(CC)CCCCCCO
ZINC000100776157,CC[C@@H](C)C1=N[C@H](C)[C@@H](CC)S1
ZINC000095080329,ClCCc1ccc2occc2c1
ZINC000009189802,Cc1cc(CCl)c2ccccc2n1
ZINC000001705200,CCCCC(=O)c1ccc(C)cc1
ZINC000019093838,CCC(CC)NC1CCCCCC1
ZINC000044368308,N#CCc1ccc(F)c2ccccc12
ZINC000141763953,Cc1ccc(Oc2ccccc2)nc1
ZINC000002581958,C=C/C(C)=C/CCC(=C)C
ZINC000000152801,CC(=O)c1ccc(Cl)c(Cl)c1
ZINC000019882911,Cc1ccc(CNCC(C)C)c(C)c1
ZINC000045237209,Cc1cc(C)c2nc(C)sc2c1
ZINC000167763762,CCCCC[C@@H](C)OC(=O)Cl
ZINC000001259590,Cc1ccc(-c2ccccc2C=O)cc1
ZINC000001669833,CCCSc1nc2ccccc2[nH]1
ZINC000004792530,CCCC/C(C=O)=C\c1ccccc1
ZINC000001680440,Cc1ccc(C(=O)c2ccccc2)cc1
ZINC000043482214,CCCCCCCC[C@@H]1CCC(=O)O1
ZINC000095910770,C=C(C)/C=C\[C@H]1CC1(C)C
ZINC000002030901,CCCCCCOC(=O)[C@H](C)CC
ZINC000039057085,Cc1csc(Cl)c1C(=O)Cl
ZINC000019804089,CC(C)C[C@@H](N)c1ccc(Cl)cc1
ZINC000001729991,O=C(O)c1cccc(-c2ccccc2)c1
ZINC000002560386,Cc1cc(C)cc(CBr)c1
ZINC000141850902,CCCCCC[C@H](CC)CCO
ZINC000001680438,CC(=O)OCC[C@H](C)CCC=C(C)C
ZINC000053943972,CC12CC3CC(CC(C3)C1)C2
ZINC000002528197,Fc1cc(Cl)cc(Cl)c1
ZINC000017210574,CC(C)=CCC/C(C)=C/C=N/O
ZINC000104508093,Cc1n[nH]cc1-c1cccc(Cl)c1
ZINC000095619728,CC[C@H](C)CCC[C@H](C)C=O
ZINC000044185074,COc1cc(Cl)c2cc[nH]c2c1C
ZINC000032627719,FC(F)SCc1ccccc1
ZINC000002035935,C=CCOC(=O)CCC1CCCCC1
ZINC000035606071,CC(C)[C@H]1CC[C@@H](C)C[C@H]1C#N
ZINC000095619726,CC[C@H](C)CCC[C@@H](C)C=O
ZINC000020267812,CC(=O)c1ccc(-c2ccccc2)o1
ZINC000098209871,Cc1ccn2c(C)c(C(C)C)nc2c1
ZINC000000165950,O=Cc1csc2ccc(Cl)cc12
ZINC000008413503,Cc1ccc(C)n1-c1ccccc1F
ZINC000000161077,Cc1csc2sc(C=O)c(C)c12
ZINC000041198877,CC(C)[C@H]1CC(=O)c2ccccc21
ZINC000044185219,COc1cc(Cl)c(C)c2[nH]ccc12
ZINC000001631228,CCCCCCCCCOC(C)=O
ZINC000034611801,CCOC(=O)C[C@H](C)C1CCCCC1
ZINC000066329355,CCc1ccc(C(F)(F)F)cc1
ZINC000001599554,CCCCC(=O)c1ccc(OC)cc1
ZINC000002242750,C[C@@H](N=C=O)c1cccc2ccccc12
ZINC000005758615,CC(C)CCC[C@@H](C)CC=O
ZINC000019802989,CC(C)(C)c1ccc2c(c1)CCCN2
ZINC000083331502,Fc1cccc2nc(Cl)ccc12
ZINC000001598583,Cc1cc(C)c(CCl)c(C)c1
ZINC000032188785,CCCOc1ccc2ccccc2n1
ZINC000000586569,c1ccc2c(c1)Nc1ccccc1N2
ZINC000002578870,CCCCC[C@](C)(CC)C(=O)O
ZINC000012937044,FC(F)(F)c1ccc2ccccc2n1
ZINC000002548031,CCCCC[C@@H](C)N=C=S
ZINC000059725034,CCCCCC/C=C\CCOC(C)=O
ZINC000100070375,CCCCCCCC[C@@H](C)CO
ZINC000198026049,F[B-](F)(F)CC1CCCC1
ZINC000095930638,COc1cccc(CCl)c1Cl
ZINC000001720163,BrCCCc1ccccc1
ZINC000002034524,CCCC[C@H](C)C(C)C
ZINC000006118289,C1=C[C@@H]2O[C@@H]2c2c1ccc1ccccc21
